0	0	-99.99	-1.31	-1.31
0	5	-22.5	-1.34	-1.31
0	10	-16.52	-1.44	-1.31
0	15	-13.05	-1.61	-1.31
0	20	-10.63	-1.85	-1.31
0	25	-8.79	-2.16	-1.31
0	30	-7.33	-2.56	-1.31
0	35	-6.14	-3.04	-1.31
0	40	-5.15	-3.63	-1.31
0	45	-4.32	-4.32	-1.31
0	50	-3.63	-5.15	-1.31
0	55	-3.04	-6.14	-1.31
0	60	-2.56	-7.33	-1.31
0	65	-2.16	-8.79	-1.31
0	70	-1.85	-10.63	-1.31
0	75	-1.61	-13.05	-1.31
0	80	-1.44	-16.52	-1.31
0	85	-1.34	-22.5	-1.31
0	90	-1.31	-99.99	-1.31
0	95	-1.34	-22.5	-1.31
0	100	-1.44	-16.52	-1.31
0	105	-1.61	-13.05	-1.31
0	110	-1.85	-10.63	-1.31
0	115	-2.16	-8.79	-1.31
0	120	-2.56	-7.33	-1.31
0	125	-3.04	-6.14	-1.31
0	130	-3.63	-5.15	-1.31
0	135	-4.32	-4.32	-1.31
0	140	-5.15	-3.63	-1.31
0	145	-6.14	-3.04	-1.31
0	150	-7.33	-2.56	-1.31
0	155	-8.79	-2.16	-1.31
0	160	-10.63	-1.85	-1.31
0	165	-13.05	-1.61	-1.31
0	170	-16.52	-1.44	-1.31
0	175	-22.5	-1.34	-1.31
0	180	-99.99	-1.31	-1.31
0	185	-22.5	-1.34	-1.31
0	190	-16.52	-1.44	-1.31
0	195	-13.05	-1.61	-1.31
0	200	-10.63	-1.85	-1.31
0	205	-8.79	-2.16	-1.31
0	210	-7.33	-2.56	-1.31
0	215	-6.14	-3.04	-1.31
0	220	-5.15	-3.63	-1.31
0	225	-4.32	-4.32	-1.31
0	230	-3.63	-5.15	-1.31
0	235	-3.04	-6.14	-1.31
0	240	-2.56	-7.33	-1.31
0	245	-2.16	-8.79	-1.31
0	250	-1.85	-10.63	-1.31
0	255	-1.61	-13.05	-1.31
0	260	-1.44	-16.52	-1.31
0	265	-1.34	-22.5	-1.31
0	270	-1.31	-99.99	-1.31
0	275	-1.34	-22.5	-1.31
0	280	-1.44	-16.52	-1.31
0	285	-1.61	-13.05	-1.31
0	290	-1.85	-10.63	-1.31
0	295	-2.16	-8.79	-1.31
0	300	-2.56	-7.33	-1.31
0	305	-3.04	-6.14	-1.31
0	310	-3.63	-5.15	-1.31
0	315	-4.32	-4.32	-1.31
0	320	-5.15	-3.63	-1.31
0	325	-6.14	-3.04	-1.31
0	330	-7.33	-2.56	-1.31
